Date;time;Temp;High temp;Low temp;Out hum;Dew;Wind speed;Wind dir;Wind run;High speed;High dir;Wind chill;Heat index;THW index;THSW index;17;18;Rain;Solar.;Solar;Hi Solar;UV ;UV. ;Hi ;Heat';Cool;In ;In.;In ..;In ?;In ';In Air;34;Wind,;Wind';ISS ;Arc.
;;;;;;Pt.;;;;;;;;;;Bar  ;Rain;Rate;Rad.;Energy;Rad. ;Index,;Dose;UV ;D-D ;D-D ;Temp;Hum;Dew;Heat '';EMC;Density;ET ;Samp;Tx ;Recept;Int.
02.02.2020;13:30;8,8;9,1;8,8;67;3;6,4;ESE;3,22;32,2;E;8;8,4;7,7;---;1007,5;0.00;0.0;---;---;---;---;---;---;0.199;0.000;22.cze;39;07.wrz;21.sie;lip.60;1.1748;0.00;702;1;100.0;30
02.02.2020;14:00;8,9;9;8,8;66;2,9;6,4;ESE;3,22;30,6;ENE;8,2;8,6;7,8;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.196;0.000;22.cze;38;07.cze;21.lip;lip.44;1.1749;0.00;702;1;100.0;30
02.02.2020;14:30;9,1;9,2;8,9;63;2,4;6,4;ESE;3,22;25,7;NNE;8,3;8,7;7,9;---;1007,2;0.00;0.0;---;---;---;---;---;---;0.192;0.000;22.kwi;37;7.0;21.mar;lip.30;1.1761;0.00;703;1;100.0;30
02.02.2020;15:00;8,8;9,1;8,8;63;2,1;3,2;SE;1,61;14,5;ENE;8,8;8,4;8,4;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.199;0.000;22.lut;39;07.cze;21.sty;lip.61;1.1761;0.00;702;1;100.0;30
02.02.2020;15:30;8,4;8,8;8,4;64;2;3,2;ESE;1,61;17,7;ENE;8,4;8,1;8,1;---;1006,5;0.00;0.0;---;---;---;---;---;---;0.206;0.000;22.sty;41;08.lut;21.sty;lip.88;1.1753;0.00;703;1;100.0;30
02.02.2020;16:00;8,2;8,5;8,2;66;2,2;1,6;E;0,8;11,3;NE;8,2;7,8;7,8;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.212;0.000;22.lut;44;09.mar;21.mar;sie.31;1.1738;0.00;702;1;100.0;30
02.02.2020;16:30;7,9;8,2;7,9;67;2,2;0;E;0;6,4;ENE;7,9;7,6;7,6;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.216;0.000;22.lut;51;11.cze;21.sie;wrz.41;1.1712;0.00;703;1;100.0;30
02.02.2020;17:00;8;8;7,9;65;1,8;1,6;E;0,8;11,3;NE;8;7,6;7,6;---;1006,1;0.00;0.0;---;---;---;---;---;---;0.215;0.000;22.mar;52;11.wrz;21.wrz;wrz.61;1.1705;0.00;702;1;100.0;30
02.02.2020;17:30;7,8;8,1;7,8;69;2,5;1,6;ESE;0,8;11,3;ENE;7,8;7,6;7,6;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.219;0.000;22.lip;53;12.cze;22.maj;wrz.74;1.1684;0.00;701;1;100.0;30
02.02.2020;18:00;7,3;7,8;7,3;75;3,2;3,2;ESE;1,61;12,9;ESE;7,3;7,1;7,1;---;1006;0.00;0.0;---;---;---;---;---;---;0.229;0.000;22.sie;53;12.lip;22.lip;wrz.73;1.1673;0.00;702;1;100.0;30
02.02.2020;18:30;6,7;7,3;6,7;81;3,6;1,6;E;0,8;8;ENE;6,7;6,6;6,6;---;1005,7;0.40;0.8;---;---;---;---;---;---;0.243;0.000;22.sie;51;12.sty;22.cze;wrz.39;1.1679;0.00;702;1;100.0;30
02.02.2020;19:00;6,2;6,7;6,2;86;4;0;E;0;3,2;E;6,2;6,1;6,1;---;1004,7;0.20;0.8;---;---;---;---;---;---;0.253;0.000;22.lip;49;11.maj;22.kwi;09.maj;1.1677;0.00;703;1;100.0;30
02.02.2020;19:30;6,1;6,2;6,1;89;4,4;0;ESE;0;1,6;ESE;6,1;6,1;6,1;---;1004,4;0.20;0.0;---;---;---;---;---;---;0.256;0.000;22.lip;48;11.sty;22.mar;sie.91;1.1679;0.00;702;1;100.0;30
02.02.2020;20:00;5,9;6,1;5,9;91;4,6;0;ESE;0;1,6;ESE;5,9;5,9;5,9;---;1003,5;0.80;01.cze;---;---;---;---;---;---;0.258;0.000;22.lip;48;11.sty;22.mar;sie.91;1.1669;0.00;703;1;100.0;30
02.02.2020;20:30;6,1;6,1;5,9;91;4,7;0;ENE;0;1,6;ENE;6,1;6,1;6,1;---;1003,1;0.60;2.0;---;---;---;---;---;---;0.256;0.000;22.wrz;48;11.mar;22.cze;sie.92;1.1650;0.00;702;1;100.0;30
02.02.2020;21:00;6,1;6,2;6;92;4,9;0;SE;0;1,6;SE;6,1;6,1;6,1;---;1002,4;0.20;01.cze;---;---;---;---;---;---;0.256;0.000;22.sty;43;08.wrz;21.lut;sie.18;1.1699;0.00;703;1;100.0;30
02.02.2020;21:30;6;6,3;6;92;4,8;0;S;0;1,6;S;6;6;6;---;1002,3;0.00;0.0;---;---;---;---;---;---;0.257;0.000;21.wrz;47;10.sty;21.sty;sie.75;1.1695;0.00;702;1;100.0;30
02.02.2020;22:00;6,1;6,1;5,9;92;4,9;0;ESE;0;1,6;E;6,1;6,1;6,1;---;1002;0.00;0.0;---;---;---;---;---;---;0.256;0.000;22.sie;47;10.wrz;22.kwi;sie.75;1.1649;0.00;703;1;100.0;30
02.02.2020;22:30;5,9;6,1;5,9;93;4,8;0;SE;0;1,6;SE;5,9;5,9;5,9;---;1002;0.20;0.0;---;---;---;---;---;---;0.259;0.000;23.sty;47;11.lut;22.sie;sie.75;1.1632;0.00;702;1;100.0;30
02.02.2020;23:00;5,9;6;5,8;93;4,9;0;SE;0;1,6;SE;5,9;6;6;---;1002,1;0.00;0.0;---;---;---;---;---;---;0.258;0.000;23.lut;47;11.mar;22.wrz;sie.75;1.1628;0.00;702;1;100.0;30
02.02.2020;23:30;5,9;6,1;5,9;93;4,9;0;SE;0;1,6;SE;5,9;6;6;---;1002,1;0.20;0.0;---;---;---;---;---;---;0.258;0.000;23.mar;47;11.mar;23.0;sie.75;1.1626;0.00;703;1;100.0;30
03.02.2020;00:00;5,9;6;5,8;93;4,8;0;SE;0;6,4;SSE;5,9;5,9;5,9;---;1002,5;0.00;0.0;---;---;---;---;---;---;0.259;0.000;23.mar;47;11.mar;23.0;sie.75;1.1630;0.00;702;1;100.0;30
03.02.2020;00:30;6,2;6,2;5,8;93;5,1;0;ESE;0;6,4;ESE;6,2;6,2;6,2;---;1002,8;0.00;0.0;---;---;---;---;---;---;0.253;0.000;23.mar;46;11.sty;23.0;sie.57;1.1634;0.00;702;1;100.0;30
03.02.2020;01:00;6,1;6,2;6,1;92;4,9;1,6;ESE;0,8;9,7;SSE;6,1;6,1;6,1;---;1003,1;0.00;0.0;---;---;---;---;---;---;0.255;0.000;23.mar;46;11.sty;23.0;sie.57;1.1638;0.00;703;1;100.0;30
03.02.2020;01:30;6;6,3;6;91;4,6;3,2;SE;1,61;14,5;SE;6;6;6;---;1003,2;0.00;0.0;---;---;---;---;---;---;0.257;0.000;23.sty;46;10.sie;22.lip;sie.58;1.1653;0.00;702;1;100.0;30
03.02.2020;02:00;5,4;6;5,4;92;4,2;4,8;SE;2,41;14,5;ESE;4,6;5,4;4,6;---;1003,5;0.00;0.0;---;---;---;---;---;---;0.270;0.000;22.sie;46;10.cze;22.kwi;sie.59;1.1667;0.00;703;1;100.0;30
03.02.2020;02:30;5,6;5,6;5,3;91;4,3;3,2;SE;1,61;14,5;ESE;5,6;5,6;5,6;---;1003,9;0.00;0.0;---;---;---;---;---;---;0.265;0.000;22.lip;46;10.maj;22.lut;sie.59;1.1679;0.00;702;1;100.0;30
03.02.2020;03:00;5,8;5,8;5,6;91;4,4;4,8;SE;2,41;14,5;ESE;5,1;5,8;5,1;---;1003,9;0.00;0.0;---;---;---;---;---;---;0.262;0.000;22.mar;46;10.sty;21.cze;sie.61;1.1698;0.00;703;1;100.0;30
03.02.2020;03:30;5,8;5,8;5,7;91;4,5;6,4;SE;3,22;19,3;NE;4,6;5,8;4,6;---;1003,8;0.00;0.0;---;---;---;---;---;---;0.260;0.000;22.sty;46;09.wrz;21.mar;sie.62;1.1708;0.00;702;1;100.0;30
03.02.2020;04:00;5,9;5,9;5,8;90;4,4;4,8;SE;2,41;16,1;ESE;5,2;5,9;5,2;---;1004,3;0.00;0.0;---;---;---;---;---;---;0.258;0.000;21.sie;46;09.lip;20.wrz;sie.62;1.1725;0.00;702;1;100.0;30
03.02.2020;04:30;5,9;6;5,9;90;4,4;3,2;SE;1,61;19,3;ESE;5,9;5,9;5,9;---;1004,3;0.00;0.0;---;---;---;---;---;---;0.258;0.000;21.lip;46;09.cze;20.sie;sie.63;1.1730;0.00;703;1;100.0;30
03.02.2020;05:00;5,9;6;5,9;89;4,3;3,2;SE;1,61;19,3;E;5,9;5,9;5,9;---;1004,3;0.00;0.0;---;---;---;---;---;---;0.258;0.000;21.cze;46;09.kwi;20.cze;sie.63;1.1738;0.00;702;1;100.0;30
03.02.2020;05:30;5,9;6;5,9;87;3,9;4,8;SE;2,41;17,7;SSE;5,2;5,8;5,1;---;1004,4;0.00;0.0;---;---;---;---;---;---;0.259;0.000;21.kwi;46;09.mar;20.kwi;sie.64;1.1744;0.00;703;1;100.0;30
03.02.2020;06:00;5,7;5,9;5,6;88;3,8;6,4;SE;3,22;20,9;E;4,3;5,6;4,3;---;1004,6;0.00;0.0;---;---;---;---;---;---;0.264;0.000;21.lut;46;09.sty;20.sty;sie.65;1.1761;0.00;702;1;100.0;30
03.02.2020;06:30;5,4;5,7;5,4;88;3,6;6,4;SE;3,22;22,5;SSE;4,1;5,4;4,1;---;1005;0.00;0.0;---;---;---;---;---;---;0.269;0.000;21.lut;47;09.maj;20.lut;sie.75;1.1760;0.00;703;1;100.0;30
03.02.2020;07:00;5,3;5,4;5,3;88;3,5;4,8;SE;2,41;16,1;E;4,5;5,2;4,4;---;1005,6;0.00;0.0;---;---;---;---;---;---;0.272;0.000;21.maj;47;09.lip;20.cze;sie.75;1.1753;0.00;702;1;100.0;30
03.02.2020;07:30;5,3;5,3;5,2;88;3,5;3,2;SE;1,61;11,3;SSE;5,3;5,3;5,3;---;1005,9;0.00;0.0;---;---;---;---;---;---;0.271;0.000;21.sie;48;10.mar;21.sty;sie.88;1.1737;0.00;703;1;100.0;30
03.02.2020;08:00;5,4;5,5;5,3;88;3,6;1,6;SE;0,8;14,5;E;5,4;5,4;5,4;---;1006,3;0.00;0.0;---;---;---;---;---;---;0.269;0.000;22.lut;47;10.mar;21.maj;sie.75;1.1729;0.00;702;1;100.0;30
03.02.2020;08:30;5,4;5,5;5,4;88;3,6;3,2;SE;1,61;11,3;ESE;5,4;5,4;5,4;---;1006,4;0.00;0.0;---;---;---;---;---;---;0.269;0.000;22.lut;45;09.lip;21.kwi;sie.45;1.1733;0.00;702;1;100.0;30
03.02.2020;09:00;5,6;5,6;5,4;88;3,8;3,2;SE;1,61;16,1;ESE;5,6;5,6;5,6;---;1006,3;0.00;0.0;---;---;---;---;---;---;0.265;0.000;22.lut;46;10.0;21.maj;sie.61;1.1730;0.00;703;1;100.0;30
03.02.2020;09:30;5,9;5,9;5,6;88;4,1;4,8;ESE;2,41;19,3;ESE;5,2;5,8;5,1;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.259;0.000;22.mar;45;09.sie;21.cze;sie.45;1.1729;0.00;702;1;100.0;30
03.02.2020;10:00;6,3;6,3;5,9;87;4,3;4,8;SE;2,41;19,3;E;5,6;6,3;5,6;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.251;0.000;22.kwi;44;09.maj;21.lip;sie.30;1.1733;0.00;703;1;100.0;30
03.02.2020;10:30;6,4;6,4;6,2;87;4,4;3,2;SE;1,61;20,9;E;6,4;6,4;6,4;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.248;0.000;22.kwi;44;09.maj;21.lip;sie.30;1.1735;0.00;702;1;100.0;30
03.02.2020;11:00;6,3;6,4;6,3;90;4,8;1,6;SE;0,8;12,9;ESE;6,3;6,3;6,3;---;1007;0.20;0.0;---;---;---;---;---;---;0.251;0.000;22.mar;44;09.maj;21.cze;sie.31;1.1738;0.00;703;1;100.0;30
03.02.2020;11:30;6,1;6,3;5,9;91;4,8;1,6;SE;0,8;8;SSE;6,1;6,1;6,1;---;1007,1;0.80;12.lut;---;---;---;---;---;---;0.255;0.000;22.lut;43;9.0;21.mar;sie.17;1.1748;0.00;702;1;100.0;30
03.02.2020;12:00;7,1;7,1;6,1;90;5,6;1,6;E;0,8;8;E;7,1;7,2;7,2;---;1006,8;0.00;0.0;---;---;---;---;---;---;0.234;0.000;22.kwi;42;08.wrz;21.lip;8.00;1.1737;0.00;702;1;100.0;30
03.02.2020;12:30;7,7;7,7;7,1;84;5,2;1,6;SE;0,8;19,3;E;7,7;7,7;7,7;---;1006,7;0.00;0.0;---;---;---;---;---;---;0.221;0.000;22.cze;41;08.cze;21.sie;lip.85;1.1734;0.00;703;1;100.0;30
03.02.2020;13:00;7,4;7,7;7,4;84;4,9;4,8;SE;2,41;19,3;ENE;6,9;7,4;6,9;---;1006,9;0.00;0.0;---;---;---;---;---;---;0.227;0.000;22.cze;40;08.mar;21.lip;lip.70;1.1739;0.00;702;1;100.0;30
03.02.2020;13:30;7,3;7,4;7,2;85;4,9;4,8;SE;2,41;16,1;ESE;6,7;7,2;6,7;---;1007;0.00;0.0;---;---;---;---;---;---;0.230;0.000;22.maj;39;07.sie;21.cze;lip.60;1.1747;0.00;703;1;100.0;30
03.02.2020;14:00;7,6;7,6;7,3;83;4,9;4,8;SE;2,41;22,5;ESE;7,1;7,6;7,1;---;1007;0.00;0.0;---;---;---;---;---;---;0.223;0.000;22.maj;39;07.sie;21.cze;lip.60;1.1747;0.00;702;1;100.0;30
03.02.2020;14:30;8,1;8,1;7,6;81;5;4,8;SE;2,41;20,9;E;7,7;7,9;7,6;---;1007;0.00;0.0;---;---;---;---;---;---;0.214;0.000;22.kwi;39;07.sie;21.maj;lip.60;1.1750;0.00;702;1;100.0;30
03.02.2020;15:00;8,3;8,3;8,1;78;4,7;4,8;SE;2,41;20,9;SSE;7,9;8,2;7,8;---;1007,2;0.00;0.0;---;---;---;---;---;---;0.209;0.000;22.sty;40;07.sie;21.0;lip.72;1.1767;0.00;702;1;100.0;30
03.02.2020;15:30;7,9;8,3;7,8;79;4,5;4,8;SE;2,41;19,3;E;7,4;7,8;7,3;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.218;0.000;21.sie;41;07.wrz;20.lip;lip.90;1.1779;0.00;703;1;100.0;30
03.02.2020;16:00;7,6;7,9;7,6;81;4,6;3,2;SE;1,61;14,5;NE;7,6;7,5;7,5;---;1007,4;0.00;0.0;---;---;---;---;---;---;0.223;0.000;21.lip;42;08.lut;20.cze;08.mar;1.1779;0.00;702;1;100.0;30
03.02.2020;16:30;7,4;7,6;7,4;81;4,4;1,6;ESE;0,8;19,3;NE;7,4;7,3;7,3;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.227;0.000;21.sie;46;09.cze;20.wrz;sie.63;1.1767;0.00;702;1;100.0;30
03.02.2020;17:00;7;7,4;6,9;85;4,6;1,6;E;0,8;8;E;7;6,9;6,9;---;1007,6;0.00;0.0;---;---;---;---;---;---;0.236;0.000;21.lip;49;10.maj;20.wrz;09.maj;1.1759;0.00;703;1;100.0;30
03.02.2020;17:30;6,9;6,9;6,8;87;4,9;1,6;E;0,8;12,9;ESE;6,9;6,9;6,9;---;1008;0.40;02.lut;---;---;---;---;---;---;0.238;0.000;21.sie;53;11.sie;21.lut;wrz.80;1.1749;0.00;702;1;100.0;30
03.02.2020;18:00;6,3;6,9;6,3;88;4,5;3,2;ESE;1,61;14,5;SSE;6,3;6,3;6,3;---;1008,3;0.40;02.kwi;---;---;---;---;---;---;0.250;0.000;21.lip;51;11.sty;21.0;wrz.43;1.1765;0.00;703;1;100.0;30
03.02.2020;18:30;6,2;6,4;6,2;90;4,7;0;ESE;0;8;E;6,2;6,2;6,2;---;1008,6;0.20;0.0;---;---;---;---;---;---;0.252;0.000;21.wrz;49;10.lip;21.mar;09.maj;1.1761;0.00;702;1;100.0;30
03.02.2020;19:00;6,2;6,3;6,1;90;4,7;0;E;0;4,8;NE;6,2;6,2;6,2;---;1008,6;0.00;0.0;---;---;---;---;---;---;0.252;0.000;22.mar;50;11.kwi;21.wrz;wrz.25;1.1739;0.00;703;1;100.0;30
03.02.2020;19:30;6,4;6,4;6,2;87;4,4;0;E;0;6,4;E;6,4;6,4;6,4;---;1008,5;0.00;0.0;---;---;---;---;---;---;0.249;0.000;22.sie;49;11.cze;22.maj;09.maj;1.1716;0.00;702;1;100.0;30
03.02.2020;20:00;6,4;6,4;6,3;87;4,4;1,6;E;0,8;12,9;E;6,4;6,4;6,4;---;1008,4;0.00;0.0;---;---;---;---;---;---;0.248;0.000;23.0;47;11.sty;22.lip;sie.75;1.1713;0.00;703;1;100.0;30
03.02.2020;20:30;6,3;6,4;6,3;88;4,5;1,6;E;0,8;12,9;NE;6,3;6,3;6,3;---;1008,5;0.00;0.0;---;---;---;---;---;---;0.250;0.000;22.wrz;46;10.lip;22.maj;sie.58;1.1720;0.00;702;1;100.0;30
03.02.2020;21:00;6,1;6,3;6,1;91;4,7;3,2;E;1,61;16,1;NE;6,1;6,1;6,1;---;1008,4;0.40;03.sie;---;---;---;---;---;---;0.256;0.000;22.wrz;46;10.lip;22.maj;sie.58;1.1719;0.00;702;1;100.0;30
03.02.2020;21:30;5,9;6,1;5,9;92;4,7;1,6;E;0,8;9,7;E;5,9;5,9;5,9;---;1008,6;0.80;02.lut;---;---;---;---;---;---;0.258;0.000;22.sie;45;10.mar;22.mar;sie.45;1.1730;0.00;703;1;100.0;30
03.02.2020;22:00;5,8;5,9;5,8;92;4,6;1,6;E;0,8;11,3;ENE;5,8;5,8;5,8;---;1008,1;0.00;0.0;---;---;---;---;---;---;0.260;0.000;22.lip;45;10.lut;22.lut;sie.45;1.1730;0.00;702;1;100.0;30
03.02.2020;22:30;5,9;5,9;5,8;92;4,7;1,6;E;0,8;11,3;ENE;5,9;5,9;5,9;---;1007,9;0.00;0.0;---;---;---;---;---;---;0.259;0.000;22.lip;44;09.sie;22.lut;sie.29;1.1730;0.00;703;1;100.0;30
03.02.2020;23:00;6;6;5,9;92;4,8;1,6;ESE;0,8;19,3;ENE;6;6;6;---;1007,8;0.20;0.0;---;---;---;---;---;---;0.257;0.000;22.lip;44;09.sie;22.lut;sie.29;1.1730;0.00;702;1;100.0;30
03.02.2020;23:30;5,9;6,1;5,9;92;4,7;3,2;ESE;1,61;17,7;E;5,9;5,9;5,9;---;1007,2;0.20;0.0;---;---;---;---;---;---;0.258;0.000;22.lip;43;09.maj;22.sty;sie.13;1.1726;0.00;703;1;100.0;30
04.02.2020;00:00;5,8;5,9;5,7;92;4,6;1,6;E;0,8;9,7;N;5,8;5,8;5,8;---;1006,8;0.00;0.0;---;---;---;---;---;---;0.262;0.000;22.cze;43;09.kwi;21.wrz;sie.14;1.1727;0.00;702;1;100.0;30
04.02.2020;00:30;5,7;5,8;5,7;92;4,5;1,6;E;0,8;12,9;ENE;5,7;5,7;5,7;---;1006,2;0.00;0.0;---;---;---;---;---;---;0.263;0.000;22.maj;43;09.mar;21.sie;sie.15;1.1725;0.00;702;1;100.0;30
04.02.2020;01:00;5,7;5,8;5,7;92;4,5;1,6;E;0,8;8;NE;5,7;5,7;5,7;---;1005,7;0.00;0.0;---;---;---;---;---;---;0.263;0.000;22.maj;43;09.mar;21.sie;sie.15;1.1718;0.00;703;1;100.0;30
04.02.2020;01:30;5,8;5,8;5,7;92;4,6;1,6;E;0,8;11,3;E;5,8;5,8;5,8;---;1004,8;0.00;0.0;---;---;---;---;---;---;0.262;0.000;22.kwi;43;09.lut;21.lip;sie.15;1.1710;0.00;702;1;100.0;30
04.02.2020;02:00;5,8;5,8;5,8;92;4,6;0;E;0;9,7;ENE;5,8;5,8;5,8;---;1004,1;0.00;0.0;---;---;---;---;---;---;0.262;0.000;22.kwi;43;09.lut;21.cze;sie.16;1.1705;0.00;702;1;100.0;30
04.02.2020;02:30;5,7;5,8;5,7;92;4,5;0;E;0;4,8;ENE;5,7;5,7;5,7;---;1003,2;0.00;0.0;---;---;---;---;---;---;0.264;0.000;22.mar;43;09.sty;21.maj;sie.16;1.1697;0.00;703;1;100.0;30
04.02.2020;03:00;5,7;5,7;5,7;92;4,5;0;E;0;3,2;ENE;5,7;5,7;5,7;---;1002,3;0.00;0.0;---;---;---;---;---;---;0.263;0.000;22.mar;43;09.sty;21.kwi;sie.17;1.1689;0.00;702;1;100.0;30
04.02.2020;03:30;5,7;5,7;5,6;93;4,6;0;E;0;4,8;ENE;5,7;5,7;5,7;---;1001,6;0.80;2.0;---;---;---;---;---;---;0.264;0.000;21.sie;44;9.0;20.sie;sie.33;1.1702;0.00;703;1;100.0;30
04.02.2020;04:00;5,7;5,8;5,6;93;4,7;1,6;E;0,8;9,7;ENE;5,7;5,8;5,8;---;1001,1;0.60;02.lut;---;---;---;---;---;---;0.263;0.000;21.kwi;44;08.lip;20.mar;sie.34;1.1711;0.00;702;1;100.0;30
04.02.2020;04:30;5,8;5,8;5,7;93;4,7;1,6;E;0,8;16,1;ENE;5,8;5,8;5,8;---;1000;1.00;02.kwi;---;---;---;---;---;---;0.262;0.000;21.mar;45;08.wrz;20.lut;sie.45;1.1701;0.00;703;1;100.0;30
04.02.2020;05:00;5,7;5,8;5,7;93;4,7;1,6;E;0,8;11,3;ENE;5,7;5,8;5,8;---;998,8;0.40;2.0;---;---;---;---;---;---;0.263;0.000;21.lip;45;09.lut;20.lip;sie.45;1.1671;0.00;702;1;100.0;30
04.02.2020;05:30;5,5;5,7;5,5;92;4,3;1,6;E;0,8;16,1;N;5,5;5,5;5,5;---;998,2;0.00;0.0;---;---;---;---;---;---;0.267;0.000;21.wrz;45;09.maj;21.sty;sie.45;1.1650;0.00;702;1;100.0;30
04.02.2020;06:00;5,3;5,6;5,3;93;4,2;0;E;0;6,4;ENE;5,3;5,3;5,3;---;997;0.20;0.0;---;---;---;---;---;---;0.272;0.000;22.sty;45;09.cze;21.mar;sie.45;1.1628;0.00;702;1;100.0;30
04.02.2020;06:30;5,3;5,3;5,3;93;4,3;0;E;0;3,2;ENE;5,3;5,3;5,3;---;996,3;0.40;0.0;---;---;---;---;---;---;0.271;0.000;22.lut;45;09.lip;21.kwi;sie.45;1.1615;0.00;702;1;100.0;30
04.02.2020;07:00;5,3;5,3;5,2;93;4,3;0;E;0;3,2;ENE;5,3;5,3;5,3;---;995,8;0.40;01.cze;---;---;---;---;---;---;0.271;0.000;22.sty;45;09.cze;21.lut;sie.45;1.1616;0.00;702;1;100.0;30
04.02.2020;07:30;5,1;5,3;5,1;92;3,9;0;E;0;3,2;NE;5,1;5,1;5,1;---;995,3;0.80;01.sie;---;---;---;---;---;---;0.275;0.000;21.wrz;46;09.sie;21.sty;sie.62;1.1613;0.00;702;1;100.0;30
04.02.2020;08:00;4,9;5,2;4,8;90;3,4;1,6;E;0,8;8;SW;4,9;4,8;4,8;---;994,7;1.00;02.lut;---;---;---;---;---;---;0.280;0.000;21.wrz;46;09.lip;21.sty;sie.62;1.1608;0.00;702;1;100.0;30
04.02.2020;08:30;4,9;5,1;4,8;93;3,9;0;E;0;1,6;E;4,9;4,9;4,9;---;993,9;0.80;01.sie;---;---;---;---;---;---;0.280;0.000;21.sie;46;09.cze;20.wrz;sie.63;1.1605;0.00;702;1;100.0;30
04.02.2020;09:00;4,6;4,9;4,6;91;3,3;0;WSW;0;4,8;W;4,6;4,6;4,6;---;993,7;sty.40;4.0;---;---;---;---;---;---;0.286;0.000;21.sie;47;10.0;20.wrz;sie.75;1.1599;0.00;703;1;100.0;30
04.02.2020;09:30;4,3;4,7;4,3;91;3;0;S;0;3,2;W;4,3;4,3;4,3;---;993,6;1.00;02.sie;---;---;---;---;---;---;0.292;0.000;21.sie;47;10.0;20.wrz;sie.75;1.1597;0.00;702;1;100.0;30
04.02.2020;10:00;4,2;4,4;4,2;92;3;0;SE;0;1,6;SSE;4,2;4,2;4,2;---;993,7;0.80;02.lut;---;---;---;---;---;---;0.295;0.000;21.sie;47;10.0;20.wrz;sie.75;1.1599;0.00;702;1;100.0;30
04.02.2020;10:30;4;4,2;3,9;92;2,8;0;SE;0;3,2;SE;4;3,9;3,9;---;994,1;sty.20;4.0;---;---;---;---;---;---;0.299;0.000;21.lip;46;09.cze;20.sie;sie.63;1.1610;0.00;703;1;100.0;30
04.02.2020;11:00;3,4;4;3,4;91;2,1;1,6;SE;0,8;8;SSE;3,4;3,4;3,4;---;995;sty.20;3.0;---;---;---;---;---;---;0.310;0.000;21.lip;46;09.maj;20.lip;sie.63;1.1622;0.00;702;1;100.0;30
04.02.2020;11:30;2,6;3,4;2,6;91;1,2;4,8;SE;2,41;19,3;SSE;1,4;2,5;1,3;---;995,3;sty.40;03.cze;---;---;---;---;---;---;0.329;0.000;21.cze;46;09.kwi;20.cze;sie.63;1.1632;0.00;702;1;100.0;30
04.02.2020;12:00;1,7;2,6;1,7;92;0,6;4,8;SE;2,41;17,7;SSE;0,4;1,7;0,4;---;996;1.00;03.kwi;---;---;---;---;---;---;0.346;0.000;21.kwi;45;9.0;20.kwi;sie.45;1.1648;0.00;701;1;100.0;30
04.02.2020;12:30;1,6;1,7;1,4;94;0,7;3,2;SE;1,61;16,1;ESE;1,2;1,6;1,2;---;997,1;1.00;02.kwi;---;---;---;---;---;---;0.348;0.000;21.mar;45;08.wrz;20.lut;sie.45;1.1666;0.00;703;1;100.0;30
04.02.2020;13:00;1,6;1,9;1,6;93;0,5;6,4;SE;3,22;24,1;SSE;-0,4;1,5;-0,4;---;997,4;sty.20;3.0;---;---;---;---;---;---;0.350;0.000;21.lut;45;08.sie;20.sty;sie.45;1.1676;0.00;702;1;100.0;30
04.02.2020;13:30;1,7;1,8;1,6;93;0,7;4,8;SE;2,41;17,7;SSE;0,4;1,7;0,4;---;998,5;0.80;02.lut;---;---;---;---;---;---;0.347;0.000;21.lut;45;08.sie;20.0;sie.45;1.1691;0.00;703;1;100.0;30
04.02.2020;14:00;2,3;2,3;1,7;93;1,3;6,4;SE;3,22;22,5;ESE;0,4;2,3;0,4;---;998,9;0.20;01.sie;---;---;---;---;---;---;0.334;0.000;21.sty;45;08.lip;19.wrz;sie.45;1.1698;0.00;702;1;100.0;30
04.02.2020;14:30;2,4;2,4;2,2;92;1,2;8;SE;4,02;27,4;SE;0,1;2,3;0;---;999,1;0.20;0.0;---;---;---;---;---;---;0.332;0.000;21.sty;45;08.lip;19.wrz;sie.45;1.1703;0.00;702;1;100.0;30
04.02.2020;15:00;2,6;2,6;2,4;91;1,2;8;SE;4,02;33,8;SSE;0,3;2,5;0,2;---;999,4;0.20;0.0;---;---;---;---;---;---;0.329;0.000;21.0;45;08.cze;19.sie;sie.45;1.1710;0.00;703;1;100.0;30
04.02.2020;15:30;2,4;2,6;2,4;92;1,3;8;SE;4,02;37;SSE;0,1;2,4;0,1;---;999,9;0.00;0.0;---;---;---;---;---;---;0.331;0.000;20.wrz;44;08.lut;19.lip;sie.35;1.1722;0.00;702;1;100.0;30
04.02.2020;16:00;2,8;2,8;2,4;91;1,5;6,4;SE;3,22;32,2;SSE;1,1;2,7;1;---;1000,5;0.00;0.0;---;---;---;---;---;---;0.324;0.000;20.wrz;45;08.maj;19.lip;sie.46;1.1728;0.00;703;1;100.0;30
04.02.2020;16:30;3,1;3,1;2,8;91;1,7;4,8;SE;2,41;20,9;SSE;1,9;3;1,9;---;1001,7;0.00;0.0;---;---;---;---;---;---;0.318;0.000;20.wrz;46;08.sie;19.sie;sie.65;1.1739;0.00;702;1;100.0;30
